site,grassType,lat,lon,spNum,n,soc,pr_growing,srad_growing,vpd_growing,tmean_growing,p,soilMoist,soilBD,agb,BGB_0_10,BGB_10_20,BGB_20_30,BGB_0_30,prop_top10,AGB_BGB_0_30,AGB_BGB_0_10,NIRveos
NMG-P106,Temperate steppe,45.341556,116.789778,4,0.144052,1.174404,33.77777778,2318.666667,118.7777778,18.21666667,1.022338,31.22222222,1.51,371.196667,1244.85,466.05,182.85,1893.75,37.55297247,5.101743007,3.353613086,280.5091553
ALT-186,Temperate steppe,46.95,90.216667,8,0.203536,1.721426,17.11111111,2279.777778,92.77777778,13.55,0.363016,31.33333333,1.173,42.556667,1545.078268,,,,,,36.30637399,280.5094299
ALT-179,Mountain meadows,46.733333,89.933333,8,0.236146,2.096696,17.88888889,2300.111111,102,14.25,0.771625,89.55555556,1.2771,113.526667,674.895386,,,,,,5.94481811,280.5661621
ALT-064,Desert steppe,48.1,87.233333,6,0.136352,1.188141,25.22222222,2324.888889,136.8888889,18.68888889,0.742841,46.88888889,1.321833,70.360833,969.938723,,,,,,13.78520807,280.5778198
ALT-065,Desert steppe,48.1,87.25,6,0.075044,0.49912,26.66666667,2316.111111,127.4444444,17.62777778,0.705319,44.77777778,1.435333,52.866667,1622.088478,,,,,,30.6826318,280.5778198
NMG-P137,Temperate meadow steppe,44.986611,120.350333,12,0.138123,1.259973,72.44444444,2323,94.88888889,17.5,0.437035,167.8888889,1.47,166.916667,1397.81,562.13,402.67,2362.61,134.5529725,14.15442833,8.374298535,280.5901184
XJYL-P086,Temperate steppe,43.269399,82.516617,7,0.188467,1.400157,31.44444444,2387.666667,168.6666667,21.32777778,0.151289,84.66666667,1.227267,67.08,538.15,300.74,125.04,963.93,135.5529725,14.36985689,8.022510435,280.5911255
ALT-159,Temperate steppe,47.383333,89.133333,7,0.136558,2.145213,16,2310.333333,127.6666667,17.01666667,0.466485,9.555555556,1.327267,142.406667,1788.781465,,,,,,12.5610795,280.6496582
NMG-P109,Temperate steppe,44.774722,117.443694,8,0.101085,0.735486,42.44444444,2322.111111,107.8888889,17.56666667,0.36626,119.1111111,1.36,296.546667,1750.2,557.64,264.04,2571.88,83.55297247,8.672766503,5.901937856,280.6516418
NMG-P061,Temperate steppe,40.709806,113.166472,8,0.064225,0.513673,71.77777778,2373.333333,110.2222222,17.47222222,0.370732,6.555555556,1.41,207.265,974.97,282.23,113.02,1370.22,54.55297247,6.610956987,4.703977999,280.8721619
ALT-168,Desert steppe,46.983333,89.9,6,0.258865,2.87216,16.22222222,2311.111111,116.5555556,15.86666667,0.755999,41.22222222,1.033033,125,1485.28975,,,,,,11.882318,281.1005859
ALT-221,Desert steppe,43.733333,90.6,6,0.079332,0.640949,17.66666667,2344.555556,142.1111111,17.11666667,0.470549,3.444444444,1.475467,143.296667,1656.531863,,,,,,11.56015627,281.1291199
NMG-P185,Temperate steppe,47.862028,118.823111,5,0.117653,1.026178,62.66666667,2134.444444,94,16.83888889,0.189176,26.22222222,1.46,105.16,1503.7,754.77,505.67,2764.14,194.5529725,26.28508939,14.29916318,281.3812866
ALT-140,Lowland meadows,46.516667,88.483333,8,0.024283,0.212575,17.44444444,2355.888889,152.8888889,19.81666667,0.666354,15.44444444,1.159467,485.086667,1742.315388,,,,,,3.591761033,281.3895264
NMG-P195,Lowland meadows,50.189694,120.009639,7,0.184948,1.622219,86.66666667,2025.666667,71.66666667,15.45555556,0.942129,557.2222222,1.19,229.22,814.86,263.39,123.09,1201.34,39.55297247,5.240991188,3.554925399,281.4386597
NMG-P156,Temperate meadow steppe,46.62375,118.924667,6,0.152177,1.470912,60,2192.555556,84.22222222,15.75555556,0.390146,83.55555556,1.39,107.556667,68.67,19.79,17.18,105.64,1.552972472,0.982179933,0.638454146,281.4692993
ALT-110,Desert steppe,47.733333,88.283333,4,0.087275,0.581733,16.55555556,2352.888889,140.8888889,19.00555556,0.68065,44.88888889,1.335067,44.013333,472.134327,,,,,,10.72707507,281.6134033
ALT-006,Desert steppe,47.55,85.716667,4,0.059102,0.366176,35,2324,151.6666667,19.90555556,0.358931,18.33333333,1.709067,109.443333,2075.376424,,,,,,18.96302285,281.8438416
NMG-P032,Desert steppe,41.306083,107.0785,4,0.209795,1.674645,28.66666667,2360.444444,148.1111111,18.63333333,0.43081,10.55555556,1.4,147.826667,913.38,467.09,321.5,1701.97,217.5529725,11.51328129,6.178722815,281.8835144
ALT-183,Desert steppe,46.316667,89.633333,5,0.040397,0.395187,14.11111111,2367.444444,150.1111111,19.17777778,1.143407,59.55555556,1.935133,43.2025,1292.785088,,,,,,29.92384904,281.9439087
ALT-181,Desert steppe,46.116667,90.016667,3,0.040193,0.287287,13.77777778,2359.111111,157.8888889,19.6,0.541874,28.11111111,1.478333,93.266667,679.53941,,,,,,7.285983641,282.0404968
ALT-058,Temperate meadow steppe,48.233333,87.1,14,0.423567,4.331649,32.55555556,2282.555556,108.4444444,15.23333333,0.242509,61.55555556,0.942467,145.25,2445.155408,,,,,,16.83411641,282.0779114
NMG-P079,Desert steppe,43.288472,114.406472,5,0.030024,0.225026,37.55555556,2417.444444,157.1111111,20.04444444,0.230621,8.666666667,1.65,101.656667,1054.86,291,154.27,1500.13,137.5529725,14.75682849,10.37669276,282.0922546
NMG-P073,Desert steppe,44.010889,112.064972,4,0.083431,0.59678,26.22222222,2440,153.5555556,19.43333333,0.468644,5.777777778,1.53,78.406667,131.07,40.37,17.4,188.84,10.55297247,2.408468657,1.671669069,282.1030579
NMG-P171,Temperate steppe,49.482556,118.427556,7,0.086562,0.66063,69,2118.222222,90.44444444,16.91666667,0.191299,27.22222222,1.49,94.94,1216.27,402.07,105.23,1723.57,156.5529725,18.15430798,12.81093322,282.136261
XJYL-P004,Temperate steppe,43.54684,81.032919,4,0.146047,1.142001,29.33333333,2374.666667,170.4444444,20.55555556,0.287318,102.5555556,1.139967,121.696667,151.17,80.54,56.84,288.55,9.552972472,2.371059184,1.242186855,282.178833
NMG-P049,Desert steppe,41.775972,109.829361,4,0.193841,1.545058,46.44444444,2396.444444,136,17.95,0.503876,11.11111111,1.42,64.106667,1139.63,606.68,228.32,1974.63,205.5529725,30.8022565,17.77709017,282.1856689
XJYL-P033,Desert steppe,43.966932,80.584579,4,0.560272,4.974586,17.55555556,2399.222222,189.8888889,22.54444444,0.704594,42.33333333,1.144533,33.75,108.79,40.41,20.14,169.34,35.55297247,5.017481481,3.223407407,282.1983337
ALT-135,Lowland meadows,46.6,87.9,7,0.044657,0.374248,18.77777778,2346.555556,153.1111111,20.10555556,0.524519,17.77777778,1.3434,522.303333,2198.202835,,,,,,4.208670893,282.2007446
NMG-P043,Desert steppe,39.968694,108.570056,2,0.049268,0.285445,52,2368.888889,148.7777778,20.37777778,0.26482,13.66666667,1.5891,53.27,93.823333,,,,,,1.761279013,282.2302551
NMG-P082,Temperate steppe,42.372389,114.937694,4,0.198965,1.781794,52.77777778,2380.111111,112.8888889,17.14444444,1.134248,81.77777778,1.21,330.24,1178.6,598.88,233.19,2010.67,47.55297247,6.088511386,3.568919574,282.3847351
XJYL-P078,Temperate steppe,43.374563,83.038817,5,0.218243,1.813554,34.77777778,2376.666667,143.4444444,19.66111111,0.343738,25.22222222,1.146167,299.04,1842.76,486.18,318.28,2647.22,84.55297247,8.852394329,6.162252541,282.592804
XJYL-P102,Temperate steppe,43.119952,82.28028,6,0.503274,4.477097,43.66666667,2345.222222,92.33333333,14.38333333,0.25134,8,0.994633,134.666667,146.32,26.56,10.3,183.18,3.552972472,1.360247521,1.086534651,282.5934753
ALT-042,Desert steppe,48.3,85.983333,6,0.04029,0.29029,36.33333333,2336.222222,144.5555556,19.62222222,0.297217,76.77777778,1.556767,35.646667,1103.488075,,,,,,30.95627636,282.6286621
ALT-136,Lowland meadows,46.916667,87.75,7,0.012646,0.071748,18.11111111,2351,150.8888889,20.06666667,0.398283,10.88888889,1.867033,522.47,1413.153604,,,,,,2.704755496,282.7053528
NMG-P091,Desert steppe,43.437306,113.121917,5,0.10604,0.832575,31.55555556,2452.444444,163,20.16111111,0.394018,5.222222222,1.59,114.996667,589.14,150.69,68.85,808.68,59.55297247,7.032203812,5.123105003,282.8009644
ALT-166,Temperate steppe,47.266667,89.7,6,0.211767,2.424474,16.22222222,2282.888889,113,15.45555556,0.740134,37.55555556,1.3639,76.42,554.343538,,,,,,7.253906543,283.109436
NMG-P028,Desert steppe,39.208806,107.281611,5,0.075946,0.469468,40.11111111,2298.111111,154.1111111,20.58888889,0.639214,7.222222222,1.5,76.696,1864.2,698.26,230.59,2793.05,221.5529725,36.41715344,24.30635235,283.1821594
ALT-187,Temperate steppe,46.9,90.3,12,0.183297,1.666792,15.66666667,2307.111111,111,15.50555556,0.365352,6.111111111,1.523167,109.08,1835.572478,,,,,,16.82776382,283.5625
NMG-P084,Temperate steppe,42.344583,114.141722,6,0.087575,0.578997,46.33333333,2417.555556,133.3333333,18.66111111,0.702826,82.88888889,1.6,505.303733,2052.24,329.32,158.16,2539.72,231.5529725,5.026125544,4.06139885,283.7037659
XJYL-P005,Desert steppe,43.630797,81.250538,2,0.14262,1.0648,26,2386.333333,176.1111111,21.30555556,0.738694,32.22222222,1.526767,35.783333,71.56,42.36,24.13,138.05,20.55297247,3.857941349,1.999813712,283.7459106
NMG-P094,Temperate steppe,43.943722,114.714861,6,0.15099,1.40256,35.66666667,2385.222222,138.5555556,18.58888889,0.530996,17.22222222,1.68,233.536667,1240.96,532.63,201.36,1974.95,74.55297247,8.456702005,5.313769422,283.7577515
ALT-008,Desert steppe,47.183333,86.766667,6,0.093691,0.539252,26.66666667,2323.333333,152.5555556,19.63333333,0.883998,18.88888889,1.652733,33.84,1555.801208,,,,,,45.975213,283.855011
NMG-P018,Temperate steppe,36.226583,107.648306,5,0.076377,0.588998,101.2222222,2156.777778,91.66666667,20.41111111,0.328172,9.111111111,1.24,97.153333,339.06,183.17,140.63,662.86,57.55297247,6.822823052,3.489947175,283.8577271
ALT-161,Desert steppe,47.233333,89.233333,10,0.096073,0.706969,15.88888889,2318.111111,132,17.35555556,0.625021,33.22222222,1.362733,37.783333,1239.758176,,,,,,32.81230314,283.9231567
ALT-070,Lowland meadows,47.916667,86.833333,10,0.106406,0.872098,25.44444444,2340.111111,147.1111111,20.03333333,0.510689,40.11111111,1.357367,69.766667,1063.520751,,,,,,15.24396674,283.9511108
ALT-137,Lowland meadows,46.716667,87.866667,8,0.042769,0.281723,18.33333333,2352,154,20.15,0.784993,14,1.453133,494.206667,1545.078268,,,,,,3.126380867,284.0799866
NMG-P145,Temperate meadow steppe,45.798139,119.018361,12,0.223072,2.163368,57.66666667,2261.888889,96.22222222,16.83333333,0.490744,202.3333333,1.31,472.48,1788.87,880.01,215.94,2884.82,36.55297247,6.105697596,3.786128513,284.1264343
ALT-069,Lowland meadows,47.733333,87.116667,8,0.033501,0.228109,22,2355.666667,143.7777778,19.77222222,0.707674,35,1.636567,290.266667,1422.576794,,,,,,4.900930612,284.3213501
NMG-P093,Desert steppe,43.966667,114.197972,7,0.10887,0.812393,33.66666667,2399.555556,149.6666667,19.27777778,0.386633,4,1.55,145.85,2024.96,591.74,224.42,2841.12,162.5529725,19.47973946,13.88385327,284.4613037
NMG-P097,Temperate steppe,45.039528,115.204333,8,0.198683,1.747822,35.66666667,2348.333333,108,16.26666667,0.96665,31.44444444,1.34,87.606667,723.92,417.01,224.09,1365.02,144.5529725,15.58123425,8.263298043,284.4997559
XJYL-P010,Mountain meadows,43.434667,81.067135,10,0.468014,4.252925,57.77777778,2262,64.11111111,10.14444444,1.032,71.33333333,0.990267,134.27,999.47,619.32,436.47,2055.26,242.5529725,15.30691889,7.443732777,285.4450684
NMG-P055,Desert steppe,40.352361,110.720833,4,0.04165,0.30094,72.55555556,2431.333333,128.1111111,19.95555556,0.334167,28,1.6,470.019167,1172.75,570.95,240.98,1984.68,228.5529725,4.222551205,2.495111013,285.6730652
NMG-P047,Temperate steppe,41.121639,110.048583,4,0.168937,1.370792,58.55555556,2403.444444,132.4444444,18.53333333,0.827397,36.11111111,1.35,211.406667,999.18,503.49,329.01,1831.68,82.55297247,8.664248985,4.72634101,285.7194214
NMG-P157,Lowland meadows,46.562472,119.35275,9,0.325874,3.874839,68.66666667,2176,76.44444444,14.84444444,0.714217,177.4444444,1.29,281.146667,608.95,162.06,97.11,868.12,13.55297247,3.08778336,2.16595134,285.7359009
XJYL-P061,Mountain meadows,43.471903,84.444448,8,0.216293,1.827118,77.33333333,2151.333333,27.33333333,4.866666667,1.175635,60.66666667,0.7123,34.333333,780.75,187.72,197.79,1166.26,215.5529725,33.96873819,22.74029148,285.7552795
NMG-P078,Temperate steppe,43.693778,113.937806,2,0.168154,1.37708,33.55555556,2418.444444,154.5555556,19.58333333,0.200204,7.333333333,1.58,48.87,131.68,23.84,13,168.52,17.55297247,3.44833231,2.694495601,285.804657
NMG-P077,Desert steppe,44.003611,113.068944,3,0.095443,0.652747,29.55555556,2435.666667,160.2222222,20.13888889,0.499449,5.333333333,1.54,91.25,90.87,31.57,20.34,142.78,5.552972472,1.564712329,0.995835616,285.9611816
ALT-053,Desert steppe,47.65,86.6,6,0.034376,0.241098,28.22222222,2335.111111,145.3333333,19.15,0.263131,27.33333333,1.630833,29.84,1114.883229,,,,,,37.36203851,286.04422
NMG-P064,Temperate steppe,41.366472,112.439028,5,0.238774,2.225147,60.11111111,2397,103.5555556,15.66111111,0.651434,55.44444444,1.44,309.924583,814.21,201.03,208.18,1223.42,21.55297247,3.947476474,2.627122999,286.0669556
NMG-P103,Temperate steppe,43.781556,115.510417,6,0.109391,0.834443,39.55555556,2377.222222,130.8888889,18.48888889,0.984766,44.44444444,1.57,219.32,697.29,178.95,86.71,962.95,26.55297247,4.390616451,3.179327011,286.2036133
ALT-005,Desert steppe,47.45,85.983333,4,0.131338,1.025296,35.88888889,2318.777778,131.4444444,17.89444444,0.502838,17.66666667,1.569367,50.626667,2024.686159,,,,,,39.99248378,286.3338928
XJYL-P079,Desert steppe,43.396486,82.885284,3,0.143708,1.066699,29.22222222,2398.222222,181,22.35,0.731474,32.88888889,1.311267,128.23,682.35,364.72,103.6,1150.67,86.55297247,8.973485144,5.321297668,286.433075
ALT-109,Desert steppe,47.766667,88.316667,6,0.133505,1.048417,17.88888889,2328.777778,137.4444444,18.37777778,0.570977,48.44444444,1.793733,102.086667,799.946186,,,,,,7.835951643,286.7012634
NMG-P143,Temperate meadow steppe,45.555417,120.451444,5,0.17924,1.754141,73.11111111,2286.666667,95.44444444,17.96666667,0.331629,151.2222222,1.33,88.4,148.67,71.05,40.23,259.95,12.55297247,2.94061086,1.68178733,286.7333679
NMG-P027,Desert steppe,39.167083,107.930583,5,0.129033,0.878493,53.44444444,2275.111111,144,19.62222222,0.309734,6.444444444,1.51,52.321667,1273.11,573.22,255.27,2101.6,226.5529725,40.16691594,24.33236693,286.7972717
ALT-105,Desert steppe,47.666667,87.5,4,0.0516,0.407119,19.55555556,2358.111111,145.6666667,19.93333333,0.751591,37.22222222,1.656033,59.866667,427.851763,,,,,,7.146744331,286.8580017
ALT-099,Mountain meadows,47.6,88.866667,6,0.210957,1.882527,16.66666667,2313.333333,128.7777778,17.35555556,1.229486,83,1.369333,170.981333,1808.948067,,,,,,10.5797986,286.942688
XJYL-P015,Desert steppe,43.935463,81.721326,4,0.12426,1.05914,27.88888889,2387.222222,172,21.35555556,0.808612,48.44444444,1.516533,96.943333,1628.9,980.69,612.1,3221.69,214.5529725,33.23271338,16.80259951,286.9917603
NMG-P116,Desert steppe,43.215111,117.25425,5,0.117281,1.07048,57.11111111,2344.111111,96.11111111,16.67222222,0.384581,22.11111111,1.54,83.991667,1415.36,443.64,173.1,2032.1,184.5529725,24.19406678,16.85119549,287.3551636
ALT-223,Mountain meadows,43.683333,91.35,10,0.170194,1.082242,16.11111111,2374.333333,137.2222222,16.48333333,1.136117,39.88888889,1.140867,37.01,1524.282262,,,,,,41.18568663,287.6211243
NMG-P128,Temperate steppe,44.194639,120.352139,2,0.034405,0.257068,68.55555556,2351.666667,127.1111111,20.95555556,0.743836,18,1.563583,108.841333,116.082667,,,,,,1.066531104,287.9191589
ALT-054,Desert steppe,47.65,86.75,8,0.040744,0.240876,27.11111111,2339.333333,143.3333333,19.20555556,0.320103,30.77777778,1.727,23.17,960.190595,,,,,,41.44111329,287.9641113
ALT-066,Desert steppe,48.066667,87.016667,6,0.105734,0.900006,27.77777778,2320.333333,136.6666667,18.48333333,0.623942,44.55555556,1.419533,81.84,1377.085531,,,,,,16.8265583,287.9877625
XJYL-P110,Desert steppe,43.218414,82.323485,8,0.163097,1.259349,29.55555556,2398.888889,163.5555556,21.01666667,0.926795,29.33333333,1.374367,50.003333,884.79,648.21,297.82,1830.82,222.5529725,36.61395931,17.69462048,288.0681152
NMG-P087,Desert steppe,42.874639,112.560333,5,0.08716,0.672619,32.77777778,2468.666667,164,20.12222222,0.298462,11.44444444,1.5,31.8,234.81,206.88,181.87,623.56,163.5529725,19.60880503,7.383962264,288.0811768
ALT-222,Desert steppe,43.733333,91.066667,6,0.062909,0.315518,14.55555556,2376.444444,153.8888889,18.02777778,1.068218,1,1.404933,155.83,2225.822531,,,,,,14.28365867,288.1276855
ALT-165,Temperate steppe,47.166667,89.766667,6,0.124692,1.058409,14.66666667,2325,125.8888889,16.89444444,0.66947,18.33333333,1.428267,105.176667,666.447009,,,,,,6.336453018,288.2105408
NMG-P146,Lowland meadows,45.751889,118.464778,7,0.149481,1.298451,50.11111111,2270.333333,100.8888889,17.18888889,0.28051,22.88888889,1.46,104.283333,1569.3,632.01,269.56,2470.87,181.5529725,23.693815,15.04842581,288.3822327
ALT-068,Desert steppe,47.816667,87.333333,2,0.039179,0.25818,21.55555556,2354.222222,144.1111111,19.76111111,0.742512,39.44444444,1.742533,104.919167,685.852485,,,,,,6.53696083,288.6316528
ALT-164,Temperate steppe,46.966667,89.733333,7,0.110921,0.888594,16.11111111,2317.222222,118.4444444,16.00555556,0.574439,20.88888889,1.549667,162.66,823.456855,,,,,,5.062442241,288.6583557
ALT-117,Lowland meadows,47.116667,87.55,8,0.064073,0.460811,18.88888889,2353.555556,151.5555556,20.17777778,0.530805,12.22222222,1.5316,134.36,2406.162896,,,,,,17.9083276,288.673645
XJYL-P090,Mountain meadows,43.351527,81.845307,10,0.267356,2.642617,42.33333333,2323.333333,117.5555556,16.75555556,0.669236,54.44444444,1.3334,56.68,539.77,258.19,209.8,1007.76,154.5529725,17.77981651,9.523112209,288.8430786
NMG-P152,Temperate meadow steppe,46.0865,117.977194,7,0.106406,0.836715,45.88888889,2245.111111,100.6666667,16.76666667,0.287918,154.1111111,1.41,146.733333,934.05,190.32,137.7,1262.07,80.55297247,8.60111315,6.365629274,288.8542786
ALT-004,Desert steppe,47.55,86.1,6,0.037617,0.240184,33,2324.333333,141.2222222,18.90555556,0.220225,20.77777778,1.576,86.17,668.857855,,,,,,7.762073285,288.9822693
ALT-213,Temperate steppe,46.783333,90.1,8,0.089676,0.62456,16.77777778,2300.444444,113.3333333,15.55555556,0.616545,92.88888889,1.425433,55.19,1302.024946,,,,,,23.5916823,289.1260071
ALT-037,Desert steppe,48.266667,85.683333,5,0.029737,0.18218,39.11111111,2323.222222,146.6666667,19.89444444,0.214505,86.44444444,1.7243,27.8352,366.297029,,,,,,13.15948975,289.3890991
ALT-048,Desert steppe,48.133333,86.666667,9,0.042692,0.350877,29.44444444,2335.222222,146.1111111,19.46111111,0.415831,52.22222222,1.661633,40.786667,577.08917,,,,,,14.14896613,289.5195313
ALT-047,Temperate steppe,48.183333,86.633333,8,0.071528,0.61358,31.66666667,2321.777778,135.6666667,18.43888889,0.33595,7.111111111,1.5261,54.316667,2243.044223,,,,,,41.29568965,289.5519714
NMG-P188,Temperate steppe,48.557944,118.649778,7,0.124054,1.056246,66.77777778,2115.333333,92.44444444,16.9,0.963007,12.11111111,1.41,260.406667,1413.09,406.94,242.93,2062.96,72.55297247,7.922070597,5.42647397,289.6147156
XJYL-P119,Mountain meadows,42.645066,80.282779,8,0.362002,2.992276,51.11111111,2327.111111,102,13.22777778,1.105025,164.5555556,1.099967,307.64,1370.87,480.99,219.55,2071.41,241.5529725,6.733227149,4.456085034,290.0596008
ALT-178,Desert steppe,46.633333,89.85,5,0.126686,1.301814,14.44444444,2358.111111,141.6666667,18.18333333,0.785655,27.22222222,1.4269,85.48,874.963374,,,,,,10.23588411,290.0731506
ALT-051,Lowland meadows,47.933333,86.616667,7,0.116476,0.858313,27.22222222,2348.777778,147.1111111,20.02777778,0.591304,39.44444444,1.0349,438.666667,3693.565651,,,,,,8.419982481,290.1230774
ALT-102,Desert steppe,47.383333,88.583333,3,0.076057,0.548613,15.66666667,2355.444444,153.8888889,19.58888889,0.733818,35.44444444,1.58,69.65,781.704248,,,,,,11.22332014,290.25354
ALT-169,Desert steppe,46.933333,89.566667,7,0.087379,0.902228,12.77777778,2381,153.6666667,19.32777778,0.834416,37.77777778,1.740467,120.83,1683.176746,,,,,,13.93012287,290.4884949
ALT-142,Lowland meadows,46.566667,88.2,9,0.060479,0.473504,17.66666667,2355.222222,155.7777778,20.10555556,0.656299,15.11111111,1.728467,285.536667,1616.564539,,,,,,5.661495443,290.8266296
ALT-086,Lowland meadows,47.516667,88.65,7,0.189275,1.546399,15.88888889,2340.333333,139.5555556,18.40555556,1.008889,38.44444444,0.848533,79.573333,3092.431099,,,,,,38.8626564,290.9533997
NMG-P068,Desert steppe,42.670444,111.154667,2,0.111948,0.755878,28.66666667,2474.777778,171.4444444,20.72222222,0.227619,3.888888889,1.495283,10.030133,20.060267,,,,,,2.0000001,291.0059204
ALT-100,Mountain meadows,47.6,88.7,6,0.33787,3.464844,17.88888889,2304.222222,124,16.78888889,1.724832,55.66666667,1.166867,150.953333,3127.158821,,,,,,20.71606343,291.0331726
ALT-113,Desert steppe,47.783333,87.8,7,0.059407,0.324659,19.22222222,2352.888889,147.5555556,19.6,1.021455,35.11111111,1.638733,62.04,1747.189452,,,,,,28.1623058,291.1264038
ALT-112,Desert steppe,47.883333,87.683333,6,0.086026,0.530912,22.77777778,2312.888889,130.8888889,17.88888889,0.745119,38.55555556,1.631367,61.996667,1184.072599,,,,,,19.09897187,291.2045898
ALT-162,Desert steppe,47.133333,89.333333,6,0.116689,1.323939,15.66666667,2325.333333,131.3333333,17.30555556,1.106727,37.55555556,1.680533,42.42,962.465159,,,,,,22.68894764,291.5874023
ALT-196,Desert steppe,46.4,90.6,5,0.073471,0.430842,13.66666667,2345,126.7777778,17.07222222,0.984531,27.66666667,1.631767,92.896667,634.783806,,,,,,6.83322477,291.6066284
ALT-188,Desert steppe,46.833333,90.3,8,0.110884,1.073806,15.33333333,2315,118.5555556,16.22222222,0.647231,25.11111111,1.796567,31.678333,1074.601378,,,,,,33.92228303,291.7615051
XJYL-P001,Temperate steppe,43.768516,80.756749,6,0.366249,3.548191,19.11111111,2395.777778,188.3333333,22.51666667,1.188714,41.77777778,0.9661,522.69,302.15,186.32,107.17,595.64,2.552972472,1.139566473,0.578067306,292.1401062
ALT-111,Mountain meadows,47.95,87.6,7,0.103629,0.846723,24.44444444,2303.111111,125.1111111,17.23888889,1.337489,108.6666667,1.666667,171.388667,2260.297847,,,,,,13.18814065,292.3988037
XJYL-P062,Mountain meadows,43.454901,84.420121,10,0.326543,2.960108,70.88888889,2162.333333,35,6.811111111,0.720161,12.88888889,0.7499,95,531,257.54,109.77,898.31,91.55297247,9.455894737,5.589473684,292.4629211
ALT-197,Desert steppe,46.516667,90.4,7,0.10148,0.560781,15.55555556,2322.444444,115.7777778,15.91666667,0.941433,3.333333333,1.393233,67.903333,1839.471729,,,,,,27.08956465,292.5171204
ALT-108,Lowland meadows,47.733333,88.4,11,0.131854,1.018787,17.44444444,2338.777778,141.2222222,18.79444444,0.728694,49.55555556,1.307367,470.613333,2260.590854,,,,,,4.803499382,292.5245361
ALT-050,Desert steppe,47.9,86.416667,5,0.012781,0.113324,28,2352.333333,156.7777778,20.58888889,0.407077,40.22222222,1.651367,54.016667,835.414559,,,,,,15.46586647,292.7445679
ALT-180,Temperate steppe,46.516667,90.033333,11,0.086837,0.715143,14.33333333,2360.444444,139.2222222,17.93888889,0.208423,29.88888889,1.986167,246.683333,1353.690024,,,,,,5.487561756,292.8424377
ALT-083,Desert steppe,46.883333,89.283333,3,0.104192,0.616644,14.11111111,2370.888889,149,18.79444444,0.730977,33.44444444,1.440633,57.49,521.727267,,,,,,9.075095965,292.86026
ALT-043,Desert steppe,48.25,86,7,0.031247,0.199508,35.88888889,2336.444444,149.5555556,19.93333333,0.234993,72.55555556,1.6195,85.05,1188.927966,,,,,,13.9791648,292.9095154
NMG-P088,Desert steppe,42.566722,112.357667,7,0.118179,0.837406,34.33333333,2457.888889,154.1111111,19.42222222,0.343326,16.88888889,1.57,84.9316,1532.28,288.72,121.79,1942.79,178.5529725,22.8747604,18.0413415,292.9131165
XJYL-P088,Desert steppe,43.516521,81.922191,4,0.122908,0.8349,27.66666667,2393.888889,176.7777778,21.81111111,0.813693,20.33333333,1.221767,64.093333,1017.95,587.84,359.63,1965.42,204.5529725,30.66496791,15.88230713,292.9536743
NMG-P149,Temperate steppe,45.670194,116.396833,6,0.161552,1.45323,32,2314.222222,118.4444444,18.15,0.641254,10.22222222,1.6,101.176667,1609.9,637.85,302.69,2550.44,190.5529725,25.20778827,15.91177144,293.1540833
ALT-023,Desert steppe,47.583333,85.9,4,0.030638,0.172111,34.33333333,2327.222222,148.2222222,19.38333333,0.309032,19.44444444,1.589233,67.9908,410.439818,,,,,,6.036696406,293.5456848
XJYL-P036,Temperate steppe,43.975616,82.161409,10,0.181503,1.46929,39.44444444,2347.333333,147.7777778,19.28333333,0.418751,8.666666667,1.107433,87.623333,966.2,316.65,369.27,1652.12,159.5529725,18.85479522,11.0267433,293.7604675
NMG-P041,Temperate steppe,39.843275,109.711717,5,0.062142,0.450087,74.66666667,2352.777778,117,18.72777778,0.538598,15.22222222,1.53,78.293333,1236.74,480.99,122.11,1839.84,180.5529725,23.4993189,15.79623644,293.858429
NMG-P051,Desert steppe,42.51175,110.116333,4,0.091812,0.602439,30.88888889,2454.444444,167,20.18888889,0.239245,8.666666667,1.61,80.306667,122.26,99.06,51.64,272.96,212.5529725,3.398970599,1.522414073,293.9986572
XJYL-P060,Mountain meadows,43.484671,84.44231,8,0.256597,2.263616,77.33333333,2151.333333,27.33333333,4.866666667,1.302296,358,0.681267,136,1595.93,473.84,265.66,2335.43,243.5529725,17.17227941,11.73477941,294.0181274
ALT-036,Desert steppe,48.166667,86.75,5,0.079903,0.51463,28.88888889,2347,146.1111111,19.33888889,0.487758,52.22222222,1.586467,50.886667,1623.063291,,,,,,31.89564942,294.1005249
ALT-163,Desert steppe,47.066667,89.35,7,0.118135,0.862397,13.88888889,2360.555556,145.4444444,18.53888889,0.736285,21.88888889,1.4943,165.813333,1910.958001,,,,,,11.52475477,294.1380005
ALT-035,Desert steppe,48.083333,86.8,7,0.070685,0.425264,28.55555556,2331.888889,150.1111111,19.86111111,0.686136,48.11111111,1.654333,43.506667,1693.249811,,,,,,38.91931807,294.4303894
ALT-134,Desert steppe,46.45,87.5,4,0.016179,0.098958,20.33333333,2350.555556,178,21.52777778,0.542348,8,1.447133,50.124167,582.588531,,,,,,11.62290699,294.4917297
ALT-085,Desert steppe,47.1,88.7,3,0.046928,0.281472,15.33333333,2363.333333,160.4444444,20.00555556,0.795384,25.44444444,1.5339,120.876667,586.749085,,,,,,4.854113698,294.839386
ALT-128,Desert steppe,46.083333,87.566667,4,0.045045,0.258222,20.55555556,2356.777778,198.3333333,22.68888889,0.783972,11.88888889,1.397767,64.926,540.585489,,,,,,8.326178865,294.9700012
